scorer,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice,Brice
individuals,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,leftHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand,rightHand
bodyparts,thumbStart,thumbStart,thumbEnd,thumbEnd,indexStart,indexStart,indexEnd,indexEnd,middleStart,middleStart,middleEnd,middleEnd,ringStart,ringStart,ringEnd,ringEnd,littleStart,littleStart,littleEnd,littleEnd,thumbStart,thumbStart,thumbEnd,thumbEnd,indexStart,indexStart,indexEnd,indexEnd,middleStart,middleStart,middleEnd,middleEnd,ringStart,ringStart,ringEnd,ringEnd,littleStart,littleStart,littleEnd,littleEnd
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\VPers1\img003.png,521.8872403560833,139.74868694362004,470.69139465875384,206.11367210682482,582.5637982195847,185.25610534124615,595.8367952522258,307.55729228486643,622.3827893175076,194.73681750741827,663.1498516320478,316.0899332344213,658.4094955489616,199.47717359050432,702.9688427299704,298.0765801186943,693.4881305637984,194.73681750741827,742.7878338278936,263.9460163204747,337.9614243323442,141.6448293768545,393.8976261127597,188.10031899109782,293.40207715133533,177.6715356083085,312.36350148367956,312.2976483679525,246.94658753709194,183.35996290801177,237.46587537091983,327.4667878338278,209.0237388724035,191.89260385756666,191.0103857566765,312.2976483679525,168.25667655786344,193.7887462908011,101.89169139465864,277.21901335311566
labeled-data\VPers1\img006.png,518.0949554896144,144.4890430267061,470.69139465875384,207.06174332344204,578.771513353116,172.93117952522243,590.1483679525224,304.71307863501477,620.4866468842731,186.20417655786338,662.2017804154304,314.19379080118694,654.6172106824929,189.04839020771504,702.0207715133533,299.02465133531155,688.7477744807125,189.04839020771504,742.7878338278936,262.04987388724027,328.4807121661721,122.68340504451027,392.9495548961425,135.008330860534,287.71364985163206,175.7753931750741,308.5712166172107,314.1937908011869,239.36201780415428,179.56767804154293,233.673590504451,331.2590727002967,203.33531157270022,185.25610534124615,189.11424332344205,314.19379080118694,168.25667655786344,183.35996290801177,101.89169139465866,275.3228709198812
labeled-data\VPers1\img011.png,521.8872403560833,139.74868694362004,472.5875370919883,204.21752967359038,576.8753709198816,181.46382047477732,592.0445103857569,301.86886498516316,623.3308605341247,191.89260385756666,664.0979228486649,315.14186201780416,658.4094955489616,193.78874629080104,703.9169139465878,299.0246513353115,687.7997032640951,191.89260385756666,741.8397626112765,261.1018026706231,327.53264094955495,113.20269287833815,377.78041543026717,107.51426557863488,279.18100890207717,156.81396884272988,307.6231454005935,309.4534347181008,229.88130563798217,171.9831083086052,230.8293768545994,329.36293026706227,201.43916913946583,181.46382047477732,187.21810089020767,309.4534347181008,166.360534124629,187.1522477744806,98.0994065281898,273.42672848664677
labeled-data\VPers1\img018.png,519.9910979228489,140.69675816023727,467.84718100890217,208.95788575667643,574.9792284866469,181.46382047477738,589.2002967359053,304.71307863501477,621.4347181008902,193.78874629080104,659.3575667655789,313.24571958456966,655.56528189911,192.84067507418388,702.0207715133533,303.76500741839754,687.7997032640951,192.84067507418388,740.8916913946591,261.10180267062304,332.272997032641,132.16411721068238,391.05341246290806,155.86589762611266,284.8694362017804,171.03503709198804,305.72700296735906,315.1418620178041,238.41394658753705,177.6715356083085,230.8293768545994,330.3110014836795,204.28338278931744,186.20417655786338,186.27002967359044,309.4534347181008,167.30860534124622,185.25610534124615,98.0994065281898,276.27094213649843
labeled-data\VPers1\img019.png,519.9910979228489,139.74868694362004,465.9510385756677,208.95788575667643,574.0311572700298,179.56767804154293,590.1483679525224,306.6092210682492,622.3827893175076,189.04839020771504,662.2017804154304,317.9860756676557,655.56528189911,196.6329599406527,698.2284866468844,300.92079376854593,694.4362017804158,200.42524480712154,740.8916913946591,262.9979451038575,327.53264094955495,141.6448293768545,389.1572700296736,193.7887462908011,289.60979228486644,178.6196068249257,306.6750741839763,315.1418620178041,240.3100890207715,190.94453264094943,229.88130563798217,330.3110014836795,206.1795252225519,187.1522477744806,186.2700296735905,313.2457195845697,167.30860534124622,187.1522477744806,99.99554896142419,275.32287091988127
labeled-data\VPers1\img032.png,522.8353115727004,135.008330860534,466.89910979228495,205.16560089020766,574.0311572700298,188.10031899109782,587.3041543026709,305.661149851632,618.5905044510387,192.84067507418388,656.5133531157273,315.1418620178041,652.7210682492585,196.6329599406527,696.33234421365,299.0246513353115,682.111275964392,189.04839020771504,736.1513353115729,261.10180267062304,331.3249258160238,145.43711424332332,384.4169139465876,215.59438427299693,284.8694362017804,178.6196068249257,305.72700296735906,316.0899332344213,241.25816023738872,186.20417655786338,230.8293768545994,331.2590727002967,201.43916913946583,184.308034124629,186.27002967359044,312.2976483679525,165.41246290801183,186.20417655786338,95.25519287833816,275.32287091988127
labeled-data\VPers1\img041.png,519.9910979228489,135.008330860534,465.9510385756677,205.1656008902076,573.0830860534127,180.51574925816016,584.4599406528191,306.6092210682492,616.6943620178045,188.10031899109782,656.5133531157271,315.1418620178041,649.8768545994067,192.84067507418388,695.3842729970329,299.0246513353115,681.1632047477747,194.73681750741827,733.3071216617213,260.1537314540059,330.37685459940656,148.28132789317493,380.6246290801187,214.6463130563797,274.4406528189911,164.39853857566754,268.75222551928783,214.64631305637977,230.8293768545994,178.6196068249257,221.34866468842728,329.36293026706227,195.75074183976255,184.308034124629,181.5296735905044,310.40150593471805,166.360534124629,179.56767804154293,95.25519287833816,275.3228709198812
labeled-data\VPers1\img047.png,520.939169139466,135.9564020771512,465.0029673590505,208.00981454005927,567.3946587537093,180.51574925816016,584.4599406528193,305.661149851632,615.7462908011871,191.89260385756666,655.56528189911,311.34957715133527,650.824925816024,198.52910237388716,693.4881305637984,299.0246513353115,684.9554896142436,196.63295994065265,733.3071216617213,260.1537314540059,325.6364985163205,149.22939910979215,379.6765578635015,216.54245548961416,275.3887240356083,168.19082344213638,272.54451038575667,214.6463130563797,227.98516320474772,180.51574925816016,221.34866468842728,329.3629302670623,194.80267062314533,181.46382047477732,179.63353115726994,312.2976483679525,161.62017804154294,180.5157492581601,91.4629080118693,277.21901335311566
labeled-data\VPers1\img055.png,516.19881305638,138.80061572700282,463.10682492581617,208.9578857566765,569.2908011869438,174.82732195845688,583.511869436202,306.6092210682492,614.79821958457,185.25610534124615,656.5133531157273,314.1937908011869,648.9287833827896,192.84067507418388,694.4362017804158,298.0765801186943,682.111275964392,193.7887462908011,733.3071216617213,260.1537314540059,326.5845697329377,143.54097181008888,382.52077151335317,216.54245548961416,282.0252225519288,182.41189169139454,302.88278931750745,310.40150593471805,232.72551928783378,178.6196068249257,221.34866468842728,331.2590727002967,195.75074183976255,183.35996290801177,178.68545994065278,315.1418620178041,162.56824925816017,185.25610534124615,93.35905044510375,277.21901335311566
labeled-data\VPers1\img078.png,518.0949554896144,137.85254451038566,465.0029673590505,209.90595697329366,570.2388724035611,180.51574925816016,582.5637982195847,306.6092210682492,614.79821958457,197.58103115726993,651.7729970326411,316.0899332344213,647.9807121661722,201.37331602373877,694.4362017804158,301.86886498516316,681.1632047477747,196.6329599406527,732.3590504451042,263.9460163204747,326.5845697329377,153.9697551928782,378.7284866468843,218.43859792284854,277.2848664688427,175.7753931750741,297.19436201780417,306.60922106824927,227.98516320474772,180.51574925816016,193.8545994065281,261.10180267062304,190.06231454005928,189.04839020771504,172.9970326409495,313.24571958456966,158.77596439169133,191.89260385756666,91.4629080118693,274.37479970326405
labeled-data\VPers1\img086.png,511.45845697329395,144.4890430267061,462.15875370919895,208.95788575667643,568.3427299703267,187.1522477744806,581.6157270029676,309.4534347181008,611.9540059347182,195.6848887240355,651.7729970326411,314.1937908011869,646.084569732938,197.58103115726993,691.591988130564,300.92079376854593,677.3709198813058,192.84067507418388,727.618694362018,264.89408753709193,328.4807121661721,157.76204005934704,376.83234421364995,218.43859792284854,273.4925816023739,173.87925074183966,292.4540059347181,318.93414688427293,223.24480712166167,176.72346439169127,202.38724035608305,263.9460163204747,189.11424332344205,183.35996290801177,169.2047477744806,313.2457195845696,154.9836795252225,193.78874629080104,88.61869436201769,277.21901335311566
